repo,pr_number,author,diff_hunk,review_comment,label
psf/requests,7220,aminvakil,,"```
$ tox -e py --notest
$ .tox/py/bin/pip install ""chardet>=6.0.0dev0"" --pre
$ .tox/py/bin/pip uninstall charset-normalizer -y
$ tox -e py
```
~~I've run these four commands and it seems there is not an issue.~~

Error was present locally as well indeed, I didn't catch it first time.
```
RequestsDependencyWarning: urllib3 (2.6.3) or chardet (6.0.0.post1)/charset_normalizer (None) doesn't match a supported version!
```

```
$ tox -e py --notest
py: install_deps> python -I -m pip install -r requirements-dev.txt
.pkg: install_requires> python -I -m pip install 'setuptools>=61.0'
.pkg: _optional_hooks> python /usr/lib/python3.14/site-packages/pyproject_api/_backend.py True setuptools.build_meta
.pkg: get_requires_for_build_sdist> python /usr/lib/python3.14/site-packages/pyproject_api/_backend.py True setuptools.build_meta
.pkg: build_sdist> python /usr/lib/python3.14/site-packages/pyproject_api/_backend.py True setuptools.build_meta
py: install_package_deps> python -I -m pip install 'PySocks!=1.5.7,>=1.5.6' 'certifi>=2023.5.7' 'charset_normalizer<4,>=2' 'idna<4,>=2.5' 'urllib3<3,>=1.26'
py: install_package> python -I -m pip install --force-reinstall --no-deps /home/user/requests/.tox/.tmp/package/1/requests-2.33.0.dev1.tar.gz
  py: OK (18.07 seconds)
  congratulations :) (18.12 seconds)
$ .tox/py/bin/pip install ""chardet>=6.0.0dev0"" --pre
Collecting chardet>=6.0.0dev0
  Using cached chardet-6.0.0.post1-py3-none-any.whl.metadata (3.3 kB)
Using cached chardet-6.0.0.post1-py3-none-any.whl (627 kB)
Installing collected packages: chardet
Successfully installed chardet-6.0.0.post1
$ .tox/py/bin/pip uninstall charset-normalizer -y
Found existing installation: charset-normalizer 3.4.4
Uninstalling charset-normalizer-3.4.4:
  Successfully uninstalled charset-normalizer-3.4.4
$ tox -e py
.pkg: _optional_hooks> python /usr/lib/python3.14/site-packages/pyproject_api/_backend.py True setuptools.build_meta
.pkg: get_requires_for_build_sdist> python /usr/lib/python3.14/site-packages/pyproject_api/_backend.py True setuptools.build_meta
.pkg: build_sdist> python /usr/lib/python3.14/site-packages/pyproject_api/_backend.py True setuptools.build_meta
py: install_package> python -I -m pip install --force-reinstall --no-deps /home/user/requests/.tox/.tmp/package/2/requests-2.33.0.dev1.tar.gz
py: commands[0]> pytest tests
=========================================================================================================== test session starts ============================================================================================================
platform linux -- Python 3.14.3, pytest-8.4.2, pluggy-1.6.0
cachedir: .tox/py/.pytest_cache
rootdir: /home/user/requests
configfile: pyproject.toml
plugins: httpbin-2.1.0, cov-7.0.0
collected 612 items                                                                                                                                                                                                                        

tests/test_adapters.py .                                                                                                                                                                                                             [  0%]
tests/test_help.py ...                                                                                                                                                                                                               [  0%]
tests/test_hooks.py ...                                                                                                                                                                                                              [  1%]
tests/test_lowlevel.py ....................                                                                                                                                                                                          [  4%]
tests/test_packages.py ...                                                                                                                                                                                                           [  4%]
tests/test_requests.py ........................................................................................................................spytest-httpbin server hit an exception serving request: [SSL: TLSV1_ALERT_UNKNOWN_CA] tlsv1 alert unknown ca (_ssl.c:1081)
attempting to ignore so the rest of the tests can run
127.0.0.1 - - [22/Feb/2026 20:08:29] ""GET /get HTTP/1.1"" 200 233
.................................................................................... [ 38%]
............................X..................................................................................................                                                                                                      [ 59%]
tests/test_structures.py ....................                                                                                                                                                                                        [ 62%]
tests/test_testserver.py ......s....                                                                                                                                                                                                 [ 64%]
tests/test_utils.py ..s.......................................................................................................................................................................................................ssssss [ 98%]
sssss.....s                                                                                                                                                                                                                          [100%]

============================================================================================================= warnings summary =============================================================================================================
.tox/py/lib/python3.14/site-packages/requests/__init__.py:113
  /home/user/requests/.tox/py/lib/python3.14/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (2.6.3) or chardet (6.0.0.post1)/charset_normalizer (None) doesn't match a supported version!
    warnings.warn(

tests/test_requests.py::TestRequests::test_set_basicauth[42-42]
tests/test_requests.py::TestRequests::test_set_basicauth[42-42]
  /home/user/requests/.tox/py/lib/python3.14/site-packages/requests/auth.py:36: DeprecationWarning: Non-string usernames will no longer be supported in Requests 3.0.0. Please convert the object you've passed in (42) to a string or bytes object in the near future to avoid problems.
    warnings.warn(

tests/test_requests.py::TestRequests::test_set_basicauth[42-42]
tests/test_requests.py::TestRequests::test_set_basicauth[42-42]
  /home/user/requests/.tox/py/lib/python3.14/site-packages/requests/auth.py:46: DeprecationWarning: Non-string passwords will no longer be supported in Requests 3.0.0. Please convert the object you've passed in (<class 'int'>) to a string or bytes object in the near future to avoid problems.
    warnings.warn(

tests/test_requests.py::TestRequests::test_set_basicauth[None-None]
tests/test_requests.py::TestRequests::test_set_basicauth[None-None]
  /home/user/requests/.tox/py/lib/python3.14/site-packages/requests/auth.py:36: DeprecationWarning: Non-string usernames will no longer be supported in Requests 3.0.0. Please convert the object you've passed in (None) to a string or bytes object in the near future to avoid problems.
    warnings.warn(

tests/test_requests.py::TestRequests::test_set_basicauth[None-None]
tests/test_requests.py::TestRequests::test_set_basicauth[None-None]
  /home/user/requests/.tox/py/lib/python3.14/site-packages/requests/auth.py:46: DeprecationWarning: Non-string passwords will no longer be supported in Requests 3.0.0. Please convert the object you've passed in (<class 'NoneType'>) to a string or bytes object in the near future to avoid problems.
    warnings.warn(

tests/test_requests.py::TestPreparingURLs::test_different_connection_pool_for_tls_settings_verify_True
tests/test_requests.py::TestPreparingURLs::test_different_connection_pool_for_tls_settings_verify_bundle_expired_cert
tests/test_requests.py::TestPreparingURLs::test_different_connection_pool_for_tls_settings_verify_bundle_unexpired_cert
tests/test_requests.py::TestPreparingURLs::test_different_connection_pool_for_mtls_settings
  /home/user/requests/.tox/py/lib/python3.14/site-packages/urllib3/connectionpool.py:1097: InsecureRequestWarning: Unverified HTTPS request is being made to host 'localhost'. Adding certificate verification is strongly advised. See: https://urllib3.readthedocs.io/en/latest/advanced-usage.html#tls-warnings
    warnings.warn(

tests/test_utils.py::TestContentEncodingDetection::test_none
tests/test_utils.py::TestContentEncodingDetection::test_pragmas[<meta charset=""UTF-8"">]
tests/test_utils.py::TestContentEncodingDetection::test_pragmas[<meta http-equiv=""Content-type"" content=""text/html;charset=UTF-8"">]
tests/test_utils.py::TestContentEncodingDetection::test_pragmas[<meta http-equiv=""Content-type"" content=""text/html;charset=UTF-8"" />]
tests/test_utils.py::TestContentEncodingDetection::test_pragmas[<?xml version=""1.0"" encoding=""UTF-8""?>]
tests/test_utils.py::TestContentEncodingDetection::test_precedence
  /home/user/requests/.tox/py/lib/python3.14/site-packages/requests/utils.py:482: DeprecationWarning: In requests 3.0, get_encodings_from_content will be removed. For more information, please see the discussion on issue #2266. (This warning should only appear once.)
    warnings.warn(

-- Docs: https://docs.pytest.org/en/stable/how-to/capture-warnings.html
==================================================================================== 596 passed, 15 skipped, 1 xpassed, 19 warnings in 77.69s (0:01:17) ====================================================================================
  py: OK (81.82=setup[3.18]+cmd[78.64] seconds)
  congratulations :) (81.87 seconds)
```
Although looking at https://github.com/psf/requests/pull/6996 seems it was not necessary.",
psf/requests,7220,aminvakil,,"Aha!
After adding `chardet>=6.0.0` to `requirements-dev.txt`, this appears:
https://github.com/aminvakil/requests/actions/runs/22281326095/job/64452330231#step:5:42
```
 /home/runner/work/requests/requests/src/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (2.6.3) or chardet (6.0.0.post1)/charset_normalizer (3.4.4) doesn't match a supported version!
```
Seems like the fix is not enough.",
psf/requests,7220,aminvakil,,"OK, I didn't know that I had to `src/requests/__init__.py` to ensure there is no warning in runtime, with changing the major version in it, the warning is gone:
https://github.com/aminvakil/requests/actions/runs/22281469973/job/64452681974

Also tests are running fine ensuring chardet>=6.0.0 is getting installed.

I'm going to squash all commits now, there is no need for them.",
psf/requests,7220,aminvakil,,@nateprewitt Any objections to including this into the next release? ,
psf/requests,7220,aminvakil,,:shipit: If tests pass,
psf/requests,6529,anupam-arista,"@@ -945,7 +945,7 @@ def text(self):
         return content
 
     def json(self, **kwargs):
-        r""""""Returns the json-encoded content of a response, if any.
+        r""""""Returns the json-decoded dict of a response, if any.","```suggestion
        r""""""Decodes the JSON response body (if any) as a Python object.

           This may return a dictionary, list, etc. depending on what is in the response.
```
",
psf/requests,6529,anupam-arista,"@@ -945,7 +945,8 @@ def text(self):
         return content
 
     def json(self, **kwargs):
-        r""""""Returns the json-encoded content of a response, if any.
+        r""""""Decodes the JSON response body (if any) as a Python object.","```suggestion
        r""""""Decodes the JSON response body (if any) as a Python object.

```
",
psf/requests,6529,anupam-arista,,"I know I'm not an admin, but this doc string change is a solid change could it be merged? ",
psf/requests,6529,anupam-arista,,"I had spent like 1 hour because these 2 words were pointing the wrong way, so maintainers please consider this nit.",
psf/requests,7206,nateprewitt,,"For auditing purposes, it looks like things are working:

Workflow Job: https://github.com/psf/requests/actions/runs/22001688121/job/63575693896
Published Artifact in Test PyPI: https://test.pypi.org/project/requests/2.33.0.dev1/",
psf/requests,6865,M0d3v1,"@@ -420,6 +420,8 @@ def __init__(self):
         #: presented by the server, and will ignore hostname mismatches and/or
         #: expired certificates, which will make your application vulnerable to
         #: man-in-the-middle (MitM) attacks.
+        #: If verify is set to a string, it must be the path to a CA bundle file
+        #: that will be used to verify the TLS certificate.
         #: Only set this to `False` for testing.","Let's keep the `False` warning attached to the rest of the `False` information, it may be easy to miss if you stop reading at that point.

```suggestion
        #: Only set this to `False` for testing.
        #: If verify is set to a string, it must be the path to a CA bundle file
        #: that will be used to verify the TLS certificate.
```",
psf/requests,7199,dependabot[bot],,"Looks like this PR has been edited by someone other than Dependabot. That means Dependabot can't rebase it - sorry!

If you're happy for Dependabot to recreate it from scratch, overwriting any edits, you can request `@dependabot recreate`.
",
psf/requests,7189,nateprewitt,,Looks like we have some CI issues. I'll raise a separate PR to address those first.,
psf/requests,7189,nateprewitt,,CI should be fixed once #7190 is merged.,
psf/requests,7189,nateprewitt,,Updates should be migrated to pyproject.toml now.,
